COMMAND,Client,Origin,PWD,"QD_CIPHER","QD_LTM",SessionID,TTY,USER,UserID,"_raw","_time",action,activeThreads,app,bytes,bytesRequested,bytesdiscarded,candidates,classloader,cleared,contextid,count,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",db,default,dest,"dest_host","dest_nt_domain",durationms,dynamicThreshold,enqueued,euid,eventtype,free,from,host,id,idlems,index,intervalms,lastid,lastname,linecount,"macro_fragmented",maxThreshold,name,"non_tlh",objects,"pam_module","pam_module_type",percent,pid,process,punct,reference,ruser,source,sourcetype,"splunk_server","splunk_server_group",src,"src_ip","src_user",success,system,systemtimems,tag,"tag::app","tag::eventtype","tag::sourcetype",tenureage,tenuremask,threadId,threadName,threads,tiltratio,timeendpos,timems,timestamp,timestartpos,tlh,total,totalBytes,totalBytesRequested,type,uid,unit,"unix_category","unix_group",user,usertimems,"vendor_action","vendor_product"
,Unknown,"vpl-dstg0007x.surescripts.int",,,,"7763fa3f-37b3-4420-a010-610c3f45928c",,,InformationServerSystemUser,"2020-10-28 08:43:29.041 CDT FINE: LOGIN (InformationServerSystemUser): UserID=""InformationServerSystemUser"", Client=""Unknown"", Origin=""vpl-dstg0007x.surescripts.int"", SessionID=""7763fa3f-37b3-4420-a010-610c3f45928c"" ","2020-10-28T13:43:29.041+0000",,,,,,,,,,,,8,28,43,october,29,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"--_::.__:__():_="""",_="""",_=""-.."",_=""----""_",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/ISauditLog_0.log","ISauditLog-2","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,27,,,0,,,,,,,,"all_hosts",default,,,,
,Unknown,"vpl-dstg0007x.surescripts.int",,,,"80c38e8f-97d2-4714-ba19-3f8c909dab67",,,InformationServerSystemUser,"2020-10-28 08:43:28.911 CDT FINE: LOGOUT (InformationServerSystemUser): UserID=""InformationServerSystemUser"", Client=""Unknown"", Origin=""vpl-dstg0007x.surescripts.int"", SessionID=""80c38e8f-97d2-4714-ba19-3f8c909dab67"" ","2020-10-28T13:43:28.911+0000",,,,,,,,,,,,8,28,43,october,28,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"--_::.__:__():_="""",_="""",_=""-.."",_=""----""_",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/ISauditLog_0.log","ISauditLog-2","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,27,,,0,,,,,,,,"all_hosts",default,,,,
,Unknown,"vpl-dstg0007x.surescripts.int",,,,"80c38e8f-97d2-4714-ba19-3f8c909dab67",,,InformationServerSystemUser,"2020-10-28 08:43:28.896 CDT FINE: LOGIN (InformationServerSystemUser): UserID=""InformationServerSystemUser"", Client=""Unknown"", Origin=""vpl-dstg0007x.surescripts.int"", SessionID=""80c38e8f-97d2-4714-ba19-3f8c909dab67"" ","2020-10-28T13:43:28.896+0000",,,,,,,,,,,,8,28,43,october,28,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"--_::.__:__():_="""",_="""",_=""-.."",_=""----""_",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/ISauditLog_0.log","ISauditLog-2","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,27,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:28 mpl-dstg0007x sudo: pam_sss(sudo:auth): received for user zenoss: 7 (Authentication failure)","2020-10-28T13:43:28.000+0000",,,sudo,,,,,,,,,8,28,43,october,28,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:_(:):____:__(_)",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
,,,,,,,,,,"Oct 28 08:43:28 mpl-dstg0007x sudo: pam_sss(sudo:auth): authentication failure; logname= uid=1337 euid=0 tty= ruser=zenoss rhost= user=zenoss","2020-10-28T13:43:28.000+0000",failure,,sudo,,,,,,,,,8,28,43,october,28,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,0,"TA-linux_secure linux_secure_auth",,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:_(:):__;_=_=_=_=_=_=_=",,zenoss,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,zenoss,,,,authentication,,authentication,,,,,,,,16,,,0,,,,,,1337,,"all_hosts",default,zenoss,,failure,sudo
,,,,,,,,,,"Oct 28 08:43:28 mpl-dstg0007x sudo: pam_unix(sudo:auth): auth could not identify password for [zenoss]","2020-10-28T13:43:28.000+0000",,,sudo,,,,,,,,,8,28,43,october,28,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,sudo,auth,,,sudo,"__::_-_:_(:):_______[]",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
,,,,,,,,,,"Oct 28 08:43:28 mpl-dstg0007x sudo: pam_unix(sudo:auth): conversation failed","2020-10-28T13:43:28.000+0000",,,sudo,,,,,,,,,8,28,43,october,28,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,sudo,auth,,,sudo,"__::_-_:_(:):__",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
"/sbin/lvs --noheadings -o vg_name",,,"/home/zenoss",,,,unknown,root,,"Oct 28 08:43:28 mpl-dstg0007x sudo:  zenoss : TTY=unknown ; PWD=/home/zenoss ; USER=root ; COMMAND=/sbin/lvs --noheadings -o vg_name,lv_name,lv_attr","2020-10-28T13:43:28.000+0000",,,sudo,,,,,,,,,8,28,43,october,28,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:___:_=_;_=//_;_=_;_=//_--_-_,,",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x sudo: pam_sss(sudo:auth): received for user zenoss: 7 (Authentication failure)","2020-10-28T13:43:26.000+0000",,,sudo,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:_(:):____:__(_)",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x sudo: pam_sss(sudo:auth): authentication failure; logname= uid=1337 euid=0 tty= ruser=zenoss rhost= user=zenoss","2020-10-28T13:43:26.000+0000",failure,,sudo,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,0,"TA-linux_secure linux_secure_auth",,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:_(:):__;_=_=_=_=_=_=_=",,zenoss,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,zenoss,,,,authentication,,authentication,,,,,,,,16,,,0,,,,,,1337,,"all_hosts",default,zenoss,,failure,sudo
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x sudo: pam_unix(sudo:auth): auth could not identify password for [zenoss]","2020-10-28T13:43:26.000+0000",,,sudo,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,sudo,auth,,,sudo,"__::_-_:_(:):_______[]",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x sudo: pam_unix(sudo:auth): conversation failed","2020-10-28T13:43:26.000+0000",,,sudo,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,sudo,auth,,,sudo,"__::_-_:_(:):__",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x journal: entering main loop","2020-10-28T13:43:26.000+0000",,,,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,journal,"__::_-_:___",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x journal: D-Bus service launched with name: net.reactivated.Fprint","2020-10-28T13:43:26.000+0000",,,,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,journal,"__::_-_:_-____:_..",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x fprintd: Launching FprintObject","2020-10-28T13:43:26.000+0000",,,,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,fprintd,"__::_-_:__",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x systemd: Started Fingerprint Authentication Daemon.","2020-10-28T13:43:26.000+0000",,,,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,systemd,"__::_-_:____.",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x dbus[1110]: [system] Successfully activated service 'net.reactivated.Fprint'","2020-10-28T13:43:26.000+0000",,,,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,1110,dbus,"__::_-_[]:_[]____'..'",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x systemd: Starting Fingerprint Authentication Daemon...","2020-10-28T13:43:26.000+0000",,,,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,systemd,"__::_-_:____...",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:26 mpl-dstg0007x dbus[1110]: [system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service'","2020-10-28T13:43:26.000+0000",,,,,,,,,,,,8,28,43,october,26,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,"'net.reactivated.Fprint'",,,,,,1110,dbus,"__::_-_[]:_[]___:__='..'_='.'",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,"'fprintd.service'","all_hosts",default,,,,
,,,,could,,,,,,"Oct 28 08:43:20 mpl-dstg0007x telegraf: 2020-10-28T13:43:20Z E! [agent] Error writing to outputs.influxdb: could not write any address","2020-10-28T13:43:20.000+0000",,,,,,,,,,,,8,28,43,october,20,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[]____.:_____",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,"/localhost:8086]:",,,,,"Oct 28 08:43:20 mpl-dstg0007x telegraf: 2020-10-28T13:43:20Z E! [outputs.influxdb] when writing to [http://localhost:8086]: Post http://localhost:8086/write?db=telegraf: dial tcp 127.0.0.1:8086: connect: connection refused","2020-10-28T13:43:20.000+0000",,,,,,,,,,,,8,28,43,october,20,wednesday,2020,local,"telegraf:",,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[.]____[://:]:__://:/?=:___...::_:",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:20 mpl-dstg0007x telegraf: 2020-10-28T13:43:20Z W! [outputs.influxdb] Metric buffer overflow; 42 metrics have been dropped","2020-10-28T13:43:20.000+0000",,,,,,,,,,,,8,28,43,october,20,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[.]___;_____",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"  IPdropped   TCPrexmits   TCPreorder   TCPpktRecv   TCPpktSent   UDPpktLost   UDPunkPort   UDPpktRecv   UDPpktSent
          0        40728           33   4822954042   4849695481            0        14281       320985       320383","2020-10-28T13:43:18.000+0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,2,,,,,,,,,,,"__________________________________________________",,,protocol,protocol,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,,,none,,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:17 vpl-dstg0007x journal: No devices in use, exit","2020-10-28T13:43:17.000+0000",,,,,,,,,,,,8,28,43,october,17,wednesday,2020,local,,,,,,,,,,,,,"vpl-dstg0007x",,,os,,,,1,,,,,,,,,,journal,"__::_-_:____,_",,,"/var/log/messages",syslog,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	... 5 more","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t...__",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:706)","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.ClientUtils.parseAndValidateAddresses(ClientUtils.java:66)","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.....(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R Caused by: org.apache.kafka.common.config.ConfigException: No resolvable bootstrap urls given in bootstrap.servers","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]_________:_.....:_______.",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	at java.lang.Thread.run(Thread.java:811)","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_...(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.run(IISEventKafkaConsumer.java:79)","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.startConsumption(IISEventKafkaConsumer.java:118)","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:624)","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:644)","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:793)","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:042 CDT] 000000d2 SystemErr     R org.apache.kafka.common.KafkaException: Failed to construct kafka consumer","2020-10-28T13:43:16.042+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________....:_____",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	... 5 more","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t...__",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:706)","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.ClientUtils.parseAndValidateAddresses(ClientUtils.java:66)","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.....(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R Caused by: org.apache.kafka.common.config.ConfigException: No resolvable bootstrap urls given in bootstrap.servers","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]_________:_.....:_______.",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	at java.lang.Thread.run(Thread.java:811)","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_...(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.run(IISEventKafkaConsumer.java:79)","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.startConsumption(IISEventKafkaConsumer.java:118)","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
